#,id,end_line,kind,parse_mode,program_id,snippet,start_line
66,61,55,IF,FULL,929,"IF NOT INFILE-EOF THEN
       MOVE TEXT-PORTION TO MESSANGER

    MOVE SPACES TO CC",52
67,62,108,IF,FULL,929,"IF NOT INFILE-EOF THEN
            MOVE TEXT-PORTION TO BODY-TEXT
            MOVE BODY-LINE TO OUTPUT-REC
            WRITE OUTPUT-REC",105
68,63,48,IF,FULL,930,"IF CHECKED-FOR-EOM
        PERFORM 1000-CALC-YRS-OF-SERVICE
    ELSE
        PERFORM 2000-CALC-END-OF-MONTH
        MOVE 'Y' TO CHECKED-FOR-EOM-SW",44
69,64,54,IF,FULL,930,"IF HIRE-YY > RUN-YY
            COMPUTE YRS-OF-SERVICE = (100 + RUN-YY) - HIRE-YY
        ELSE
           COMPUTE YRS-OF-SERVICE = RUN-YY - HIRE-YY",51
70,65,60,IF,FULL,930,"IF HIRE-MM > RUN-MM
          COMPUTE YRS-OF-SERVICE = YRS-OF-SERVICE - 1
      ELSE
          IF HIRE-MM = RUN-MM
              IF HIRE-DD > RUN-DD
                 COMPUTE YRS-OF-SERVICE = YRS-OF-SERVICE - 1",55
71,66,60,IF,FULL,930,"IF HIRE-MM = RUN-MM
              IF HIRE-DD > RUN-DD
                 COMPUTE YRS-OF-SERVICE = YRS-OF-SERVICE - 1",58
72,67,60,IF,FULL,930,"IF HIRE-DD > RUN-DD
                 COMPUTE YRS-OF-SERVICE = YRS-OF-SERVICE - 1",59
73,68,66,IF,FULL,930,"IF RUN-MM = 02
          PERFORM 3000-CALC-LEAP-YEAR
      ELSE
          IF DATE-DD = RUN-DD
              MOVE 'Y' TO EOM-SW",62
74,69,66,IF,FULL,930,"IF DATE-DD = RUN-DD
              MOVE 'Y' TO EOM-SW",65
75,70,73,IF,FULL,930,"IF EXTRA-YEARS = 0
          IF RUN-DD = 29
              MOVE 'Y' TO EOM-SW",71
76,71,73,IF,FULL,930,"IF RUN-DD = 29
              MOVE 'Y' TO EOM-SW",72
77,72,55,IF,FULL,931,"IF NOT INFILE-EOF THEN
       MOVE TEXT-PORTION TO MESSANGER

    MOVE SPACES TO CC",52
78,73,108,IF,FULL,931,"IF NOT INFILE-EOF THEN
            MOVE TEXT-PORTION TO BODY-TEXT
            MOVE BODY-LINE TO OUTPUT-REC
            WRITE OUTPUT-REC",105
79,74,275,IF,FULL,933,"IF GOOD-PARM
       PERFORM 9200-INIT
       PERFORM 8000-READ-INPUT
            UNTIL RECORDS-READ = START-NUMBER
            OR END-OF-FILE
       PERFORM 1000-PROCESS-DATA
             UNTIL END-OF-FILE
       PERFORM 6000-PRINT-EMPLOYEE-REPORT
       MOVE 1 TO REGION-SUB
       IF END-OF-MONTH
           PERFORM 7000-PRINT-REGION-REPORT
                 UNTIL REGION-SUB > 4",264
80,75,275,IF,FULL,933,"IF END-OF-MONTH
           PERFORM 7000-PRINT-REGION-REPORT
                 UNTIL REGION-SUB > 4",273
81,76,291,IF,FULL,933,"IF HOURLY
        PERFORM 2000-PROCESS-HOURLY
    ELSE
        IF SALES
            PERFORM 3000-PROCESS-SALES
        ELSE
            IF MANAGEMENT
                PERFORM 4000-PROCESS-MANAGEMENT
            ELSE
                MOVE ' INVALID EMPLOYEE TYPE ' TO ERROR-LINE
                WRITE REPORT-RECORD FROM ERROR-LINE",281
82,77,291,IF,FULL,933,"IF SALES
            PERFORM 3000-PROCESS-SALES
        ELSE
            IF MANAGEMENT
                PERFORM 4000-PROCESS-MANAGEMENT
            ELSE
                MOVE ' INVALID EMPLOYEE TYPE ' TO ERROR-LINE
                WRITE REPORT-RECORD FROM ERROR-LINE",284
83,78,291,IF,FULL,933,"IF MANAGEMENT
                PERFORM 4000-PROCESS-MANAGEMENT
            ELSE
                MOVE ' INVALID EMPLOYEE TYPE ' TO ERROR-LINE
                WRITE REPORT-RECORD FROM ERROR-LINE",287
84,79,300,IF,FULL,933,"IF WA-EMP-HOURS GREATER THAN 40
        COMPUTE EMP-WAGES = WA-EMP-RATE * 40
        COMPUTE OT-HOURS  = WA-EMP-HOURS - 40
        COMPUTE OT-AMOUNT = OT-HOURS * (WA-EMP-RATE * 1.5)
    ELSE
        COMPUTE EMP-WAGES = WA-EMP-HOURS * WA-EMP-RATE",295
85,80,319,IF,FULL,933,"IF WA-SALES-AMOUNT > 0
       ADD  WA-SALES-AMOUNT  TO REGION-SALES
       MOVE WA-SALES-AMOUNT  TO CALC-SALES
       MOVE 0 TO CALC-COMMISSION
       MOVE 'S' TO EMP-TYPE
       CALL 'CWKTSUBC' USING EMP-TYPE
                             CALC-SALES
                             CALC-COMMISSION
    ELSE
       MOVE 'UH-OH' TO REGION-COMMENT",310
86,81,352,IF,FULL,933,"IF VALID-REGION
        MOVE WA-EMP-NAME TO HOLD-NAME
        MOVE REGION-ID
                         TO HOLD-REGION
        MOVE WA-EMP-TYPE TO HOLD-TYPE
        MOVE WA-EMP-HIRE-DATE TO HOLD-HIRE-DATE
        MOVE YRS-OF-SERVICE TO HOLD-YEARS
        MOVE EMP-COMPENSATION
                         TO HOLD-TOTAL
        IF HOURLY
           MOVE EMP-WAGES TO HOLD-WAGES
           MOVE OT-AMOUNT TO HOLD-OT
           MOVE ZEROS     TO HOLD-COMM
        ELSE
           MOVE WA-SALES-SALARY
                          TO HOLD-WAGES
           MOVE CALC-COMMISSION
                          TO HOLD-COMM
           MOVE ZERO      TO HOLD-OT",334
87,487,66,IF,FULL,1027,IF HOST-SPEC THEN MOVE MSG-POINTER TO HOST,66
88,85,371,IF,FULL,933,"IF EAST
                ADD 1 TO EAST-COUNT
                SET HOLD-IX TO EAST-COUNT
            ELSE
                IF WEST
                    ADD 1 TO WEST-COUNT
                    SET HOLD-IX TO WEST-COUNT
                ELSE
                    MOVE 'Y' TO REGION-ERROR-SW",363
89,86,371,IF,FULL,933,"IF WEST
                    ADD 1 TO WEST-COUNT
                    SET HOLD-IX TO WEST-COUNT
                ELSE
                    MOVE 'Y' TO REGION-ERROR-SW",367
90,87,373,IF,FULL,933,"IF VALID-REGION
        SET REG-IX TO WA-EMP-REGION",372
91,88,396,IF,FULL,933,"IF EMP-LINE-COUNT GREATER THAN 55
          PERFORM 6200-PRINT-EMPLOYEE-HEADERS",395
92,89,432,IF,FULL,933,"IF REG-LINE-COUNT GREATER THAN 55
        PERFORM 7100-PRINT-REGION-HEADERS",431
93,90,453,IF,FULL,933,"IF REGION-SUB = 4
       WRITE REPORT-RECORD FROM BLANK-LINE
       MOVE GRAND-TOTAL-MGMT TO MGMT-GRAND-TOTAL
       WRITE REPORT-RECORD FROM MGMT-TOTAL-DTL",450
94,91,491,IF,FULL,933,"IF PARM-LTH = 5
        IF PARM-DATA IS NUMERIC
            MOVE PARM-DATA TO START-NUMBER
        ELSE
            PERFORM 9800-BAD-PARM
    ELSE
        IF PARM-LTH = 0
            MOVE 1 TO START-NUMBER
        ELSE
            PERFORM 9800-BAD-PARM",482
95,92,486,IF,FULL,933,"IF PARM-DATA IS NUMERIC
            MOVE PARM-DATA TO START-NUMBER
        ELSE
            PERFORM 9800-BAD-PARM",483
96,93,491,IF,FULL,933,"IF PARM-LTH = 0
            MOVE 1 TO START-NUMBER
        ELSE
            PERFORM 9800-BAD-PARM",488
97,94,55,IF,FULL,934,"IF NOT INFILE-EOF THEN
       MOVE TEXT-PORTION TO MESSANGER

    MOVE SPACES TO CC",52
98,95,108,IF,FULL,934,"IF NOT INFILE-EOF THEN
            MOVE TEXT-PORTION TO BODY-TEXT
            MOVE BODY-LINE TO OUTPUT-REC
            WRITE OUTPUT-REC",105
99,96,55,IF,FULL,935,"IF NOT INFILE-EOF THEN
       MOVE TEXT-PORTION TO MESSANGER

    MOVE SPACES TO CC",52
100,97,108,IF,FULL,935,"IF NOT INFILE-EOF THEN
            MOVE TEXT-PORTION TO BODY-TEXT
            MOVE BODY-LINE TO OUTPUT-REC
            WRITE OUTPUT-REC",105
101,98,46,IF,FULL,936,"IF EMP-TYPE EQUAL 'S'
        PERFORM 1000-PROCESS-SALES
    ELSE
        IF EMP-TYPE EQUAL 'M'
            PERFORM 2000-PROCESS-MANAGEMENT",42
102,99,46,IF,FULL,936,"IF EMP-TYPE EQUAL 'M'
            PERFORM 2000-PROCESS-MANAGEMENT",45
103,100,62,IF,FULL,936,"IF S-RANGE1
        SET SALES-IX TO 1
    ELSE
        IF S-RANGE2
            SET SALES-IX TO 2
        ELSE
            IF S-RANGE3
                SET SALES-IX TO 3
            ELSE
                IF S-RANGE4
                    SET SALES-IX TO 4
                ELSE
                    SET SALES-IX TO 5",50
104,101,62,IF,FULL,936,"IF S-RANGE2
            SET SALES-IX TO 2
        ELSE
            IF S-RANGE3
                SET SALES-IX TO 3
            ELSE
                IF S-RANGE4
                    SET SALES-IX TO 4
                ELSE
                    SET SALES-IX TO 5",53
105,102,62,IF,FULL,936,"IF S-RANGE3
                SET SALES-IX TO 3
            ELSE
                IF S-RANGE4
                    SET SALES-IX TO 4
                ELSE
                    SET SALES-IX TO 5",56
106,103,62,IF,FULL,936,"IF S-RANGE4
                    SET SALES-IX TO 4
                ELSE
                    SET SALES-IX TO 5",59
107,104,78,IF,FULL,936,"IF M-RANGE1
        SET MGMT-IX TO 1
    ELSE
        IF M-RANGE2
            SET MGMT-IX TO 2
        ELSE
            IF M-RANGE3
                SET MGMT-IX TO 3
            ELSE
                IF M-RANGE4
                    SET MGMT-IX TO 4
                ELSE
                    SET MGMT-IX TO 5",66
108,105,78,IF,FULL,936,"IF M-RANGE2
            SET MGMT-IX TO 2
        ELSE
            IF M-RANGE3
                SET MGMT-IX TO 3
            ELSE
                IF M-RANGE4
                    SET MGMT-IX TO 4
                ELSE
                    SET MGMT-IX TO 5",69
109,106,78,IF,FULL,936,"IF M-RANGE3
                SET MGMT-IX TO 3
            ELSE
                IF M-RANGE4
                    SET MGMT-IX TO 4
                ELSE
                    SET MGMT-IX TO 5",72
110,107,78,IF,FULL,936,"IF M-RANGE4
                    SET MGMT-IX TO 4
                ELSE
                    SET MGMT-IX TO 5",75
111,108,55,IF,FULL,937,"IF NOT INFILE-EOF THEN
       MOVE TEXT-PORTION TO MESSANGER

    MOVE SPACES TO CC",52
112,109,108,IF,FULL,937,"IF NOT INFILE-EOF THEN
            MOVE TEXT-PORTION TO BODY-TEXT
            MOVE BODY-LINE TO OUTPUT-REC
            WRITE OUTPUT-REC",105
113,110,55,IF,FULL,938,"IF NOT INFILE-EOF THEN
       MOVE TEXT-PORTION TO MESSANGER

    MOVE SPACES TO CC",52
114,111,108,IF,FULL,938,"IF NOT INFILE-EOF THEN
            MOVE TEXT-PORTION TO BODY-TEXT
            MOVE BODY-LINE TO OUTPUT-REC
            WRITE OUTPUT-REC",105
115,112,55,IF,FULL,939,"IF NOT INFILE-EOF THEN
       MOVE TEXT-PORTION TO MESSANGER

    MOVE SPACES TO CC",52
116,113,108,IF,FULL,939,"IF NOT INFILE-EOF THEN
            MOVE TEXT-PORTION TO BODY-TEXT
            MOVE BODY-LINE TO OUTPUT-REC
            WRITE OUTPUT-REC",105
117,114,55,IF,FULL,940,"IF NOT INFILE-EOF THEN
       MOVE TEXT-PORTION TO MESSANGER

    MOVE SPACES TO CC",52
118,115,108,IF,FULL,940,"IF NOT INFILE-EOF THEN
            MOVE TEXT-PORTION TO BODY-TEXT
            MOVE BODY-LINE TO OUTPUT-REC
            WRITE OUTPUT-REC",105
119,116,42,IF,FULL,941,"IF NOT INFILE-OPEN THEN
       MOVE 'Y' TO INFILE-OPEN-FLAG
       MOVE 'N' TO INFILE-EOF-FLAG
       OPEN INPUT INFILE",39
120,117,48,IF,FULL,941,"IF ACTION-READ THEN
       PERFORM GET-ME-A-RECORD THRU GET-ME-A-RECORD-X
       UNTIL INFILE-EOF OR KEEPER",46
121,118,51,IF,FULL,941,"IF ACTION-CLOSE THEN
       CLOSE INFILE",50
122,119,57,IF,FULL,941,IF NOT INFILE-EOF MOVE INPUT-REC TO INCOMING-DATA,57
123,120,42,IF,FULL,942,"IF NOT INFILE-OPEN THEN
       MOVE 'Y' TO INFILE-OPEN-FLAG
       MOVE 'N' TO INFILE-EOF-FLAG
       OPEN INPUT INFILE",39
124,121,48,IF,FULL,942,"IF ACTION-READ THEN
       PERFORM GET-ME-A-RECORD THRU GET-ME-A-RECORD-X
       UNTIL INFILE-EOF OR KEEPER",46
125,122,51,IF,FULL,942,"IF ACTION-CLOSE THEN
       CLOSE INFILE",50
126,123,57,IF,FULL,942,IF NOT INFILE-EOF MOVE INPUT-REC TO INCOMING-DATA,57
127,124,48,IF,FULL,943,"IF CHECKED-FOR-EOM
        PERFORM 1000-CALC-YRS-OF-SERVICE
    ELSE
        PERFORM 2000-CALC-END-OF-MONTH
        MOVE 'Y' TO CHECKED-FOR-EOM-SW",44
128,488,67,IF,FULL,1027,IF PREFIX-END THEN MOVE 99 TO LOOP-STATE,67
129,126,60,IF,FULL,943,"IF HIRE-MM > RUN-MM
          COMPUTE YRS-OF-SERVICE = YRS-OF-SERVICE - 1
      ELSE
          IF HIRE-MM = RUN-MM
              IF HIRE-DD > RUN-DD
                 COMPUTE YRS-OF-SERVICE = YRS-OF-SERVICE - 1",55
130,127,60,IF,FULL,943,"IF HIRE-MM = RUN-MM
              IF HIRE-DD > RUN-DD
                 COMPUTE YRS-OF-SERVICE = YRS-OF-SERVICE - 1",58
131,128,60,IF,FULL,943,"IF HIRE-DD > RUN-DD
                 COMPUTE YRS-OF-SERVICE = YRS-OF-SERVICE - 1",59
132,129,66,IF,FULL,943,"IF RUN-MM = 02
          PERFORM 3000-CALC-LEAP-YEAR
      ELSE
          IF DATE-DD = RUN-DD
              MOVE 'Y' TO EOM-SW",62
133,130,66,IF,FULL,943,"IF DATE-DD = RUN-DD
              MOVE 'Y' TO EOM-SW",65
134,131,73,IF,FULL,943,"IF EXTRA-YEARS = 0
          IF RUN-DD = 29
              MOVE 'Y' TO EOM-SW",71
135,132,73,IF,FULL,943,"IF RUN-DD = 29
              MOVE 'Y' TO EOM-SW",72
136,133,8,IF,PROCEDURE_ONLY,944,"IF NOT INFILE-OPEN THEN
       MOVE 'Y' TO INFILE-OPEN-FLAG
       MOVE 'N' TO INFILE-EOF-FLAG
       OPEN INPUT INFILE",5
137,134,12,IF,PROCEDURE_ONLY,944,"IF ACTION-READ THEN
       PERFORM GET-ME-A-RECORD THRU GET-ME-A-RECORD-X
       UNTIL INFILE-EOF OR KEEPER",10
138,135,14,IF,PROCEDURE_ONLY,944,"IF ACTION-CLOSE THEN
       CLOSE INFILE",13
139,136,18,IF,PROCEDURE_ONLY,944,IF NOT INFILE-EOF MOVE INPUT-REC TO INCOMING-DATA,18
140,137,42,IF,FULL,945,"IF NOT INFILE-OPEN THEN
       MOVE 'Y' TO INFILE-OPEN-FLAG
       MOVE 'N' TO INFILE-EOF-FLAG
       OPEN INPUT INFILE",39
141,138,48,IF,FULL,945,"IF ACTION-READ THEN
       PERFORM GET-ME-A-RECORD THRU GET-ME-A-RECORD-X
       UNTIL INFILE-EOF OR KEEPER",46
142,139,51,IF,FULL,945,"IF ACTION-CLOSE THEN
       CLOSE INFILE",50
143,140,57,IF,FULL,945,IF NOT INFILE-EOF MOVE INPUT-REC TO INCOMING-DATA,57
144,141,42,IF,FULL,946,"IF NOT INFILE-OPEN THEN
       MOVE 'Y' TO INFILE-OPEN-FLAG
       MOVE 'N' TO INFILE-EOF-FLAG
       OPEN INPUT INFILE",39
145,142,48,IF,FULL,946,"IF ACTION-READ THEN
       PERFORM GET-ME-A-RECORD THRU GET-ME-A-RECORD-X
       UNTIL INFILE-EOF OR KEEPER",46
146,143,51,IF,FULL,946,"IF ACTION-CLOSE THEN
       CLOSE INFILE",50
147,144,57,IF,FULL,946,IF NOT INFILE-EOF MOVE INPUT-REC TO INCOMING-DATA,57
148,145,42,IF,FULL,947,"IF NOT INFILE-OPEN THEN
       MOVE 'Y' TO INFILE-OPEN-FLAG
       MOVE 'N' TO INFILE-EOF-FLAG
       OPEN INPUT INFILE",39
149,146,48,IF,FULL,947,"IF ACTION-READ THEN
       PERFORM GET-ME-A-RECORD THRU GET-ME-A-RECORD-X
       UNTIL INFILE-EOF OR KEEPER",46
150,147,51,IF,FULL,947,"IF ACTION-CLOSE THEN
       CLOSE INFILE",50
151,148,57,IF,FULL,947,IF NOT INFILE-EOF MOVE INPUT-REC TO INCOMING-DATA,57
152,149,42,IF,FULL,948,"IF NOT INFILE-OPEN THEN
       MOVE 'Y' TO INFILE-OPEN-FLAG
       MOVE 'N' TO INFILE-EOF-FLAG
       OPEN INPUT INFILE",39
153,150,48,IF,FULL,948,"IF ACTION-READ THEN
       PERFORM GET-ME-A-RECORD THRU GET-ME-A-RECORD-X
       UNTIL INFILE-EOF OR KEEPER",46
154,151,51,IF,FULL,948,"IF ACTION-CLOSE THEN
       CLOSE INFILE",50
155,152,57,IF,FULL,948,IF NOT INFILE-EOF MOVE INPUT-REC TO INCOMING-DATA,57
156,153,42,IF,FULL,949,"IF NOT INFILE-OPEN THEN
       MOVE 'Y' TO INFILE-OPEN-FLAG
       MOVE 'N' TO INFILE-EOF-FLAG
       OPEN INPUT INFILE",39
157,154,48,IF,FULL,949,"IF ACTION-READ THEN
       PERFORM GET-ME-A-RECORD THRU GET-ME-A-RECORD-X
       UNTIL INFILE-EOF OR KEEPER",46
158,155,51,IF,FULL,949,"IF ACTION-CLOSE THEN
       CLOSE INFILE",50
159,156,57,IF,FULL,949,IF NOT INFILE-EOF MOVE INPUT-REC TO INCOMING-DATA,57
160,157,42,IF,FULL,950,"IF NOT INFILE-OPEN THEN
       MOVE 'Y' TO INFILE-OPEN-FLAG
       MOVE 'N' TO INFILE-EOF-FLAG
       OPEN INPUT INFILE",39
161,158,48,IF,FULL,950,"IF ACTION-READ THEN
       PERFORM GET-ME-A-RECORD THRU GET-ME-A-RECORD-X
       UNTIL INFILE-EOF OR KEEPER",46
162,159,51,IF,FULL,950,"IF ACTION-CLOSE THEN
       CLOSE INFILE",50
163,160,57,IF,FULL,950,IF NOT INFILE-EOF MOVE INPUT-REC TO INCOMING-DATA,57
164,161,142,IF,FULL,951,"IF TPSTATUS  = '  ' OR MESSAGE-EXIST
    THEN
      CALL 'CBLTDLI' USING GET-NEXT  IOPCB  INPUT-MSG
      IF TPSTATUS = SPACES
        THEN PERFORM PROCESS-INPUT THRU PROCESS-INPUT-END
      ELSE IF TPSTATUS = NO-MORE-SEGMENT
           THEN GOBACK
           ELSE
             MOVE GET-NEXT TO ERROR-CALL
             PERFORM WRITE-DC-TEXT THRU WRITE-DC-TEXT-END
    ELSE IF TPSTATUS = NO-MORE-MESSAGE
         THEN GOBACK
         ELSE PERFORM WRITE-DC-TEXT THRU WRITE-DC-TEXT-END",130
165,162,139,IF,FULL,951,"IF TPSTATUS = SPACES
        THEN PERFORM PROCESS-INPUT THRU PROCESS-INPUT-END
      ELSE IF TPSTATUS = NO-MORE-SEGMENT
           THEN GOBACK
           ELSE
             MOVE GET-NEXT TO ERROR-CALL
             PERFORM WRITE-DC-TEXT THRU WRITE-DC-TEXT-END",133
166,163,139,IF,FULL,951,"IF TPSTATUS = NO-MORE-SEGMENT
           THEN GOBACK
           ELSE
             MOVE GET-NEXT TO ERROR-CALL
             PERFORM WRITE-DC-TEXT THRU WRITE-DC-TEXT-END",135
167,164,142,IF,FULL,951,"IF TPSTATUS = NO-MORE-MESSAGE
         THEN GOBACK
         ELSE PERFORM WRITE-DC-TEXT THRU WRITE-DC-TEXT-END",140
168,165,146,IF,FULL,951,"IF IN-LL < 5
      MOVE MNODATA TO OUT-MESSAGE
      PERFORM TERM-ROUTINE THRU TERM-ROUTINE-END",144
169,166,150,IF,FULL,951,"IF L-SPACE-CTR > 0
       CONTINUE",149
170,167,154,IF,FULL,951,"IF L-SPACE-CTR > 0
       CONTINUE",153
171,168,158,IF,FULL,951,"IF L-SPACE-CTR > 0
       CONTINUE",157
172,169,162,IF,FULL,951,"IF L-SPACE-CTR > 0
       CONTINUE",161
173,170,166,IF,FULL,951,"IF L-SPACE-CTR > 0
       CONTINUE",165
174,171,174,IF,FULL,951,"IF SPA-CALL-NO = 0
      MOVE IN-LAST-NAME TO IO-LAST-NAME
      MOVE IN-COMMAND TO IO-COMMAND
    ELSE IF IN-LAST-NAME EQUAL SPACES
         THEN MOVE SPA-LAST-NAME TO IO-LAST-NAME
         ELSE MOVE IN-LAST-NAME TO IO-LAST-NAME",169
175,172,174,IF,FULL,951,"IF IN-LAST-NAME EQUAL SPACES
         THEN MOVE SPA-LAST-NAME TO IO-LAST-NAME
         ELSE MOVE IN-LAST-NAME TO IO-LAST-NAME",172
176,173,178,IF,FULL,951,"IF IN-COMMAND EQUAL SPACES
      MOVE SPA-COMMAND TO IO-COMMAND
    ELSE
      MOVE IN-COMMAND TO IO-COMMAND",175
177,955,127,IF,FULL,1182,"IF WS-EXPONENT NOT = ZERO THEN
         DISPLAY ""  *** INCORRECT EXPONENT ***""
         ADD 1 TO WS-FAILED-COUNT
     END-IF",124
178,174,200,IF,FULL,951,"IF IO-COMMAND EQUAL SPACES
    THEN MOVE MINV TO OUT-MESSAGE
         PERFORM TERM-ROUTINE THRU TERM-ROUTINE-END
    ELSE IF IO-LAST-NAME EQUAL SPACES AND TEMP-IOCMD NOT = 'END'
         THEN MOVE MNONAME TO OUT-MESSAGE
             PERFORM TERM-ROUTINE THRU TERM-ROUTINE-END
    ELSE IF TEMP-IOCMD EQUAL 'ADD'
         THEN PERFORM TO-ADD THRU TO-ADD-END
    ELSE IF TEMP-IOCMD EQUAL 'TAD'
         THEN MOVE 1 TO TADD-FLAG
             PERFORM TO-ADD THRU TO-ADD-END
    ELSE IF TEMP-IOCMD EQUAL 'UPD'
         THEN PERFORM TO-UPD THRU TO-UPD-END
    ELSE IF TEMP-IOCMD EQUAL 'DEL'
         THEN PERFORM TO-DEL THRU TO-DEL-END
    ELSE IF TEMP-IOCMD EQUAL 'DIS'
         THEN PERFORM TO-DIS THRU TO-DIS-END
    ELSE IF TEMP-IOCMD EQUAL 'END'
         THEN PERFORM TO-END THRU TO-END-END
    ELSE
        MOVE MINV TO OUT-MESSAGE
        PERFORM TERM-ROUTINE THRU TERM-ROUTINE-END",179
179,175,200,IF,FULL,951,"IF IO-LAST-NAME EQUAL SPACES AND TEMP-IOCMD NOT = 'END'
         THEN MOVE MNONAME TO OUT-MESSAGE
             PERFORM TERM-ROUTINE THRU TERM-ROUTINE-END
    ELSE IF TEMP-IOCMD EQUAL 'ADD'
         THEN PERFORM TO-ADD THRU TO-ADD-END
    ELSE IF TEMP-IOCMD EQUAL 'TAD'
         THEN MOVE 1 TO TADD-FLAG
             PERFORM TO-ADD THRU TO-ADD-END
    ELSE IF TEMP-IOCMD EQUAL 'UPD'
         THEN PERFORM TO-UPD THRU TO-UPD-END
    ELSE IF TEMP-IOCMD EQUAL 'DEL'
         THEN PERFORM TO-DEL THRU TO-DEL-END
    ELSE IF TEMP-IOCMD EQUAL 'DIS'
         THEN PERFORM TO-DIS THRU TO-DIS-END
    ELSE IF TEMP-IOCMD EQUAL 'END'
         THEN PERFORM TO-END THRU TO-END-END
    ELSE
        MOVE MINV TO OUT-MESSAGE
        PERFORM TERM-ROUTINE THRU TERM-ROUTINE-END",182
180,176,200,IF,FULL,951,"IF TEMP-IOCMD EQUAL 'ADD'
         THEN PERFORM TO-ADD THRU TO-ADD-END
    ELSE IF TEMP-IOCMD EQUAL 'TAD'
         THEN MOVE 1 TO TADD-FLAG
             PERFORM TO-ADD THRU TO-ADD-END
    ELSE IF TEMP-IOCMD EQUAL 'UPD'
         THEN PERFORM TO-UPD THRU TO-UPD-END
    ELSE IF TEMP-IOCMD EQUAL 'DEL'
         THEN PERFORM TO-DEL THRU TO-DEL-END
    ELSE IF TEMP-IOCMD EQUAL 'DIS'
         THEN PERFORM TO-DIS THRU TO-DIS-END
    ELSE IF TEMP-IOCMD EQUAL 'END'
         THEN PERFORM TO-END THRU TO-END-END
    ELSE
        MOVE MINV TO OUT-MESSAGE
        PERFORM TERM-ROUTINE THRU TERM-ROUTINE-END",185
181,177,200,IF,FULL,951,"IF TEMP-IOCMD EQUAL 'TAD'
         THEN MOVE 1 TO TADD-FLAG
             PERFORM TO-ADD THRU TO-ADD-END
    ELSE IF TEMP-IOCMD EQUAL 'UPD'
         THEN PERFORM TO-UPD THRU TO-UPD-END
    ELSE IF TEMP-IOCMD EQUAL 'DEL'
         THEN PERFORM TO-DEL THRU TO-DEL-END
    ELSE IF TEMP-IOCMD EQUAL 'DIS'
         THEN PERFORM TO-DIS THRU TO-DIS-END
    ELSE IF TEMP-IOCMD EQUAL 'END'
         THEN PERFORM TO-END THRU TO-END-END
    ELSE
        MOVE MINV TO OUT-MESSAGE
        PERFORM TERM-ROUTINE THRU TERM-ROUTINE-END",187
182,178,200,IF,FULL,951,"IF TEMP-IOCMD EQUAL 'UPD'
         THEN PERFORM TO-UPD THRU TO-UPD-END
    ELSE IF TEMP-IOCMD EQUAL 'DEL'
         THEN PERFORM TO-DEL THRU TO-DEL-END
    ELSE IF TEMP-IOCMD EQUAL 'DIS'
         THEN PERFORM TO-DIS THRU TO-DIS-END
    ELSE IF TEMP-IOCMD EQUAL 'END'
         THEN PERFORM TO-END THRU TO-END-END
    ELSE
        MOVE MINV TO OUT-MESSAGE
        PERFORM TERM-ROUTINE THRU TERM-ROUTINE-END",190
